Report Date,PFI,Facility Name,Hospital County,Hospital Region,NY Forward Region,Hospital Network,Total Employees,Partially Vaccinated,Fully Vaccinated,Staff Booster,Total Staff Furloughed,Direct Care Staff Furloughed,Direct Care Employees
11/29/2022,000676,Clifton Springs Hospital and Clinic,Ontario,Western Regional Office,Finger Lakes,Rochester Regional Health System,658,9,647,457,0,0,530
11/29/2022,000708,Bon Secours Community Hospital,Orange,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,598,0,595,285,2,2,346
11/29/2022,000752,Putnam Hospital Center,Putnam,Metropolitan Area Regional Office,Mid-Hudson,Nuvance Health,1128,0,1124,795,2,4,901
11/29/2022,001005,Glens Falls Hospital,Warren,Capital District Regional Office,Capital Region,Independent,3173,4,3158,2502,14,8,2079
11/29/2022,001028,Newark-Wayne Community Hospital,Wayne,Western Regional Office,Finger Lakes,Rochester Regional Health System,778,6,769,569,0,0,651
11/29/2022,001122,New York-Presbyterian Lawrence Hospital,Westchester,Metropolitan Area Regional Office,Mid-Hudson,New York-Presbyterian Healthcare System,2027,1,1977,1523,8,5,1459
11/29/2022,001139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,6342,0,6327,4854,20,9,3809
11/29/2022,001158,Soldiers and Sailors Memorial Hospital of Yates County Inc,Yates,Western Regional Office,Finger Lakes,Finger Lakes Health,214,0,214,183,0,0,210
11/29/2022,001294,Coney Island Hospital,Kings,Metropolitan Area Regional Office,New York City,NYC H+H,3594,82,3384,813,13,6,2546
11/29/2022,001304,NYU Langone Hospital-Brooklyn,Kings,Metropolitan Area Regional Office,New York City,NYU Langone Health,3988,6,3974,3096,19,11,2882
11/29/2022,001437,New York-Presbyterian/Lower Manhattan Hospital,New York,Metropolitan Area Regional Office,New York City,New York-Presbyterian Healthcare System,1365,5,1293,1014,10,9,1031
11/29/2022,001454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,New York City,NYC H+H,3216,54,2911,1336,10,5,2347
11/29/2022,001629,Jamaica Hospital Medical Center,Queens,Metropolitan Area Regional Office,New York City,MediSys Health Network,3891,7,3883,2862,27,14,1951
11/29/2022,001692,Woodhull Medical and Mental Health Center,Kings,Metropolitan Area Regional Office,New York City,NYC H+H,3132,26,3106,2585,10,6,2280
11/29/2022,001723,Mercy Hospital - Mercy Hospital Orchard Park Division,Erie,Western Regional Office,Western New York,"Catholic Health, Buffalo",122,0,120,60,0,0,95
11/29/2022,003058,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Bronx,Metropolitan Area Regional Office,New York City,Montefiore Healthcare System,5948,7,5930,4760,19,13,3543
11/29/2022,000804,"Massena Hospital, Inc.",St. Lawrence,Central New York Regional Office,North Country,St. Lawrence Health System,329,0,328,285,0,0,213
11/29/2022,000818,Saratoga Hospital,Saratoga,Capital District Regional Office,Capital Region,Albany Medical Center,3192,3,3181,2460,26,19,1971
11/29/2022,000829,Ellis Hospital,Schenectady,Capital District Regional Office,Capital Region,Independent,2498,0,2481,1607,24,16,1609
11/29/2022,000866,Corning Hospital,Steuben,Western Regional Office,Southern Tier,The Guthrie Clinic,712,0,709,543,10,5,451
11/29/2022,000925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Long Island,Catholic Health Services of Long Island,3737,2,3687,2134,15,9,2525
11/29/2022,000098,"Brooks-TLC Hospital System, Inc.",Chautauqua,Western Regional Office,Western New York,Independent,531,0,524,440,1,1,370
11/29/2022,000103,UPMC Chautauqua at WCA,Chautauqua,Western Regional Office,Western New York,UPMC,824,10,799,567,2,2,584
11/29/2022,000135,The University of Vermont Health Network - Champlain Valley Physicians Hospital,Clinton,Capital District Regional Office,North Country,University of Vermont Health Network,2056,2,2043,1701,10,10,1746
11/29/2022,000303,The University of Vermont Health Network - Elizabethtown Community Hospital,Essex,Capital District Regional Office,North Country,The University of Vermont Health Network,270,0,270,257,3,1,208
11/29/2022,000330,Nathan Littauer Hospital,Fulton,Capital District Regional Office,Mohawk Valley,Independent,1095,1,1082,562,5,4,706
11/29/2022,000383,Lewis County General Hospital,Lewis,Central New York Regional Office,North Country,Independent,544,0,542,432,0,0,349
11/29/2022,000527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Long Island,Mount Sinai Health System,5015,3,5010,2541,16,16,3890
11/29/2022,000551,St. Joseph Hospital,Nassau,Metropolitan Area Regional Office,Long Island,Catholic Health Services of Long Island,811,2,804,645,8,7,480
11/29/2022,000581,Degraff Memorial Hospital,Niagara,Western Regional Office,Western New York,Kaleida Health,125,0,124,81,0,0,59
11/29/2022,000583,Mount St Marys Hospital and Health Center,Niagara,Western Regional Office,Western New York,"Catholic Health, Buffalo",883,2,872,503,1,1,610
11/29/2022,000885,Long Island Community Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Independent,2281,0,2268,1728,0,0,1678
11/29/2022,000924,Southside Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Northwell Health,2611,9,2577,1696,6,4,1741
11/29/2022,000001,Albany Medical Center Hospital,Albany,Capital District Regional Office,Capital Region,Albany Medical Center,11817,52,11462,7330,30,24,6434
11/29/2022,000043,Our Lady of Lourdes Memorial Hospital Inc,Broome,Central New York Regional Office,Southern Tier,Ascension Health,3316,4,3298,2171,39,15,2578
11/29/2022,000111,Westfield Memorial Hospital Inc,Chautauqua,Western Regional Office,Western New York,Allegheny Health Network,88,0,88,61,0,0,88
11/29/2022,000116,Arnot Ogden Medical Center,Chemung,Western Regional Office,Southern Tier,Arnot Health,2317,13,2300,1542,21,14,1735
11/29/2022,000170,Margaretville Hospital,Delaware,Capital District Regional Office,Southern Tier,Westchester Medical Center Health Network,103,0,103,40,0,0,67
11/29/2022,000409,Highland Hospital,Monroe,Western Regional Office,Finger Lakes,University of Rochester Medical Center,3190,5,3171,2277,14,11,2056
11/29/2022,000635,University Hospital SUNY Health Science Center,Onondaga,Central New York Regional Office,Central New York,Independent,8643,0,8637,7220,28,28,7500
11/29/2022,000694,St Luke's Cornwall Hospital/Newburgh,Orange,Metropolitan Area Regional Office,Mid-Hudson,Montefiore Healthcare System,1754,0,1746,1264,10,6,1408
11/29/2022,000718,Medina Memorial Hospital,Orleans,Western Regional Office,Finger Lakes,Independent,197,0,194,139,0,0,101
11/29/2022,000943,St Catherine of Siena Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Catholic Health Services of Long Island,1509,0,1470,830,25,14,920
11/29/2022,000968,Catskill Regional Medical Center - G. Hermann Site,Sullivan,Metropolitan Area Regional Office,Mid-Hudson,Garnet Health -formerly Greater Hudson Valley Health System,40,0,40,27,0,0,29
11/29/2022,001061,Montefiore Mount Vernon Hospital,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Montefiore Healthcare System,497,0,484,348,0,0,352
11/29/2022,001117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Northwell Health,1530,2,1507,1266,2,2,884
11/29/2022,001124,SJRH - Dobbs Ferry Pavillion,Westchester,Metropolitan Area Regional Office,Mid-Hudson,"Riverside Health Care System, Inc.",161,0,158,137,2,0,58
11/29/2022,001138,Blythedale Childrens Hospital,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Independent,785,0,785,684,0,0,461
11/29/2022,001168,Montefiore Medical Center-Wakefield Hospital,Bronx,Metropolitan Area Regional Office,New York City,Montefiore Healthcare System,2973,3,2965,2380,9,7,1771
11/29/2022,001293,"New York Community Hospital of Brooklyn, Inc",Kings,Metropolitan Area Regional Office,New York City,Independent,735,0,712,144,0,0,450
11/29/2022,001469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,New York City,Mount Sinai Health System,3132,1,3130,2268,2,2,2139
11/29/2022,001637,NewYork-Presbyterian/Queens,Queens,Metropolitan Area Regional Office,New York City,New York-Presbyterian Healthcare System,5205,27,5062,3676,34,20,3906
11/29/2022,010216,Cobleskill Regional Hospital,Schoharie,Capital District Regional Office,Mohawk Valley,Bassett Healthcare Network,232,0,232,192,0,0,128
11/29/2022,000858,Schuyler Hospital,Schuyler,Western Regional Office,Southern Tier,Cayuga Health System,299,1,293,213,1,0,153
11/29/2022,000896,St. Charles Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Catholic Health Services of Long Island,2696,0,2649,1815,10,5,2217
11/29/2022,000042,United Health Services Hospitals Inc. - Binghamton General Hospital,Broome,Central New York Regional Office,Southern Tier,"United Health Services Hospitals, Inc.",1873,7,1865,1184,15,9,966
11/29/2022,000207,Buffalo General Medical Center,Erie,Western Regional Office,Western New York,Kaleida Health,3704,26,3668,1735,30,30,1575
11/29/2022,000213,Mercy Hospital of Buffalo,Erie,Western Regional Office,Western New York,"Catholic Health, Buffalo",2577,5,2549,1336,3,2,2065
11/29/2022,000245,University Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Stony Brook Medicine,10447,75,10051,7056,51,37,5986
11/29/2022,000309,The University of Vermont Health Network-Elizabethtown Community Hospital Moses Ludington,Essex,Capital District Regional Office,North Country,The University of Vermont Health Network Elizabeth,83,0,83,81,1,0,60
11/29/2022,000339,United Memorial Medical Center North Street Campus,Genesee,Western Regional Office,Finger Lakes,Rochester Regional Health System,783,8,772,530,0,0,558
11/29/2022,000362,Little Falls Hospital,Herkimer,Central New York Regional Office,Mohawk Valley,Bassett Healthcare Network,223,0,223,184,0,0,204
11/29/2022,000377,"River Hospital, Inc.",Jefferson,Central New York Regional Office,North Country,Independent,254,0,254,196,0,0,191
11/29/2022,000411,Rochester General Hospital,Monroe,Western Regional Office,Finger Lakes,Rochester Regional Health System,8900,48,8829,6557,0,0,5588
11/29/2022,000413,Strong Memorial Hospital,Monroe,Western Regional Office,Finger Lakes,University of Rochester Medical Center,20177,9,20065,16761,220,184,15409
11/29/2022,000528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Long Island,Independent,4017,0,3999,1505,0,0,2658
11/29/2022,000565,Eastern Niagara Hospital - Lockport Division,Niagara,Western Regional Office,Western New York,Independent,340,0,340,277,0,0,145
11/29/2022,000589,"Rome Memorial Hospital, Inc",Oneida,Central New York Regional Office,Mohawk Valley,St. Josephs Hospital Syracuse NY,1340,2,1327,1190,9,4,860
11/29/2022,000628,UPSTATE University Hospital at Community General,Onondaga,Central New York Regional Office,Central New York,Independent,1466,0,1466,1164,13,12,1364
11/29/2022,000678,F.F. Thompson Hospital,Ontario,Western Regional Office,Finger Lakes,University of Rochester Medical Center,1599,2,1594,1232,9,9,1599
11/29/2022,000704,St Anthony Community Hospital,Orange,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,407,0,405,238,5,4,232
11/29/2022,000775,Helen Hayes Hospital,Rockland,Metropolitan Area Regional Office,Mid-Hudson,New York-Presbyterian Healthcare System,791,1,786,650,0,0,508
11/29/2022,001002,Ellenville Regional Hospital,Ulster,Metropolitan Area Regional Office,Mid-Hudson,Independent,336,0,335,178,0,0,218
11/29/2022,001045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Montefiore Healthcare System,4964,0,4962,3447,0,0,3170
11/29/2022,001169,Montefiore Medical Center - Henry and Lucy Moses Div,Bronx,Metropolitan Area Regional Office,New York City,Montefiore Healthcare System,9915,12,9884,7934,31,22,5905
11/29/2022,001176,SBH Health System,Bronx,Metropolitan Area Regional Office,New York City,Independent,3269,0,3269,1831,24,20,2716
11/29/2022,001178,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,New York City,Independent,4620,2,4609,3684,10,6,2747
11/29/2022,001305,Maimonides Medical Center,Kings,Metropolitan Area Regional Office,New York City,Independent,6798,4,6786,5064,15,12,4418
11/29/2022,001315,Kingsbrook Jewish Medical Center,Kings,Metropolitan Area Regional Office,New York City,One Brooklyn Health System,770,11,755,463,6,2,304
11/29/2022,001324,Mount Sinai Brooklyn,Kings,Metropolitan Area Regional Office,New York City,Mount Sinai Health System,1035,0,1034,706,2,2,867
11/29/2022,001438,Bellevue Hospital Center,New York,Metropolitan Area Regional Office,New York City,NYC H+H,10295,69,10030,2211,9,6,8224
11/29/2022,001466,Mount Sinai West,New York,Metropolitan Area Regional Office,New York City,Mount Sinai Health System,3472,0,3470,2491,4,4,2471
11/29/2022,001628,Flushing Hospital Medical Center,Queens,Metropolitan Area Regional Office,New York City,MediSys Health Network,1827,2,1824,1420,11,6,1071
11/29/2022,001630,Long Island Jewish Medical Center,Queens,Metropolitan Area Regional Office,New York City,Northwell Health,8587,26,8483,6368,23,16,5858
11/29/2022,001633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,New York City,NYC H+H,3183,50,3058,638,12,7,2271
11/29/2022,009700,Lenox Health Greenwich Village,New York,Metropolitan Area Regional Office,New York City,Northwell Health,197,0,195,149,0,0,104
11/29/2022,000817,Clifton-Fine Hospital,St. Lawrence,Central New York Regional Office,North Country,Independent,103,0,102,93,0,0,64
11/29/2022,000158,Guthrie Cortland Medical Center,Cortland,Central New York Regional Office,Central New York,The Guthrie Clinic,640,0,632,533,5,4,448
11/29/2022,000174,Delaware Valley Hospital Inc,Delaware,Capital District Regional Office,Southern Tier,"United Health Services Hospitals, Inc.",250,0,250,168,2,2,152
11/29/2022,000180,Mid-Hudson Valley Division of Westchester Medical Center,Dutchess,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,1399,0,1392,1081,7,6,979
11/29/2022,000039,Memorial Hosp of Wm F and Gertrude F Jones A/K/A Jones Memorial Hosp,Allegany,Western Regional Office,Western New York,University of Rochester Medical Center,473,1,472,350,3,3,375
11/29/2022,000165,O'Connor Hospital,Delaware,Capital District Regional Office,Southern Tier,Bassett Healthcare Network,141,1,140,106,0,0,100
11/29/2022,000280,Bertrand Chaffee Hospital,Erie,Western Regional Office,Western New York,Independent,344,0,342,257,0,0,191
11/29/2022,000367,Samaritan Medical Center,Jefferson,Central New York Regional Office,North Country,Independent,2000,4,1936,1247,25,11,1477
11/29/2022,000379,Carthage Area Hospital Inc,Jefferson,Central New York Regional Office,North Country,Independent,518,1,514,499,1,0,401
11/29/2022,000574,Niagara Falls Memorial Medical Center,Niagara,Western Regional Office,Western New York,Independent,1098,0,1096,849,8,4,730
11/29/2022,001172,Lincoln Medical and Mental Health Center,Bronx,Metropolitan Area Regional Office,New York City,NYC H+H,4884,81,4483,1501,16,7,3238
11/29/2022,001286,Brookdale Hospital Medical Center,Kings,Metropolitan Area Regional Office,New York City,One Brooklyn Health System,3629,0,3605,1972,0,0,1868
11/29/2022,001320,University Hospital of Brooklyn,Kings,Metropolitan Area Regional Office,New York City,Independent,2856,0,2826,1950,20,15,2049
11/29/2022,001445,Harlem Hospital Center,New York,Metropolitan Area Regional Office,New York City,NYC H+H,3323,62,3195,1309,5,5,2405
11/29/2022,001463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,New York City,NYU Langone Health,16348,14,16290,14027,65,35,12056
11/29/2022,003067,Millard Fillmore Suburban Hospital,Erie,Western Regional Office,Western New York,Kaleida Health,2231,18,2202,1141,5,0,1073
11/29/2022,000990,HealthAlliance Hospital Broadway Campus,Ulster,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,1027,0,1021,844,3,2,720
11/29/2022,000776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Mid-Hudson,Montefiore Healthcare System,1709,95,1614,362,0,0,1709
11/29/2022,000798,Claxton-Hepburn Medical Center,St. Lawrence,Central New York Regional Office,North Country,North Star Health Alliance,981,1,980,839,5,4,756
11/29/2022,000895,John T Mather Memorial Hospital of Port Jefferson New York Inc,Suffolk,Metropolitan Area Regional Office,Long Island,Northwell Health,2011,9,1975,1486,0,0,1109
